,Date,Open,High,Low,Close,Volume,6
0,2022-08-16T09:15:00+0530,17797.2,17798.55,17769.3,17787.45,0,0
1,2022-08-16T09:16:00+0530,17787.6,17789.55,17777.15,17778.9,0,0
2,2022-08-16T09:17:00+0530,17778.8,17779.85,17764.6,17767.95,0,0
3,2022-08-16T09:18:00+0530,17768.25,17780.8,17767.55,17780.8,0,0
4,2022-08-16T09:19:00+0530,17781.2,17782.5,17774.55,17774.55,0,0
5,2022-08-16T09:20:00+0530,17776.15,17778.55,17768.85,17778.55,0,0
6,2022-08-16T09:21:00+0530,17778.8,17793.5,17778.8,17785.8,0,0
7,2022-08-16T09:22:00+0530,17787.55,17799.85,17786.15,17798.45,0,0
8,2022-08-16T09:23:00+0530,17797.45,17802.55,17796.6,17798.85,0,0
9,2022-08-16T09:24:00+0530,17798.2,17801.6,17792.25,17793.4,0,0
10,2022-08-16T09:25:00+0530,17792.95,17799.8,17790.95,17795.6,0,0
11,2022-08-16T09:26:00+0530,17796.4,17796.6,17789.15,17796.35,0,0
12,2022-08-16T09:27:00+0530,17795.8,17797.05,17791.9,17797.05,0,0
13,2022-08-16T09:28:00+0530,17797.6,17806.45,17795.25,17801.7,0,0
14,2022-08-16T09:29:00+0530,17801.5,17803.95,17798.8,17801.5,0,0
15,2022-08-16T09:30:00+0530,17802.2,17808.3,17802.2,17804.1,0,0
16,2022-08-16T09:31:00+0530,17803.95,17807.6,17801.9,17802.25,0,0
17,2022-08-16T09:32:00+0530,17802.25,17802.7,17797.85,17798.95,0,0
18,2022-08-16T09:33:00+0530,17798.55,17804.95,17796.6,17804.95,0,0
19,2022-08-16T09:34:00+0530,17804.4,17805.5,17800.5,17803,0,0
20,2022-08-16T09:35:00+0530,17802.6,17813.05,17801.95,17812.8,0,0
21,2022-08-16T09:36:00+0530,17813.15,17814.9,17809.95,17813.85,0,0
22,2022-08-16T09:37:00+0530,17812.85,17817.65,17810.65,17817.65,0,0
23,2022-08-16T09:38:00+0530,17817,17819.35,17815.1,17818.5,0,0
24,2022-08-16T09:39:00+0530,17818.3,17819.6,17817,17819.6,0,0
25,2022-08-16T09:40:00+0530,17818.4,17825.9,17818.4,17825.9,0,0
26,2022-08-16T09:41:00+0530,17826.2,17826.2,17818.45,17819.7,0,0
27,2022-08-16T09:42:00+0530,17819,17819.45,17812.8,17815.35,0,0
28,2022-08-16T09:43:00+0530,17816,17816,17808.95,17811.35,0,0
29,2022-08-16T09:44:00+0530,17810.3,17816.7,17810.3,17816.5,0,0
30,2022-08-16T09:45:00+0530,17815.55,17817.25,17809.55,17810.75,0,0
31,2022-08-16T09:46:00+0530,17810.75,17813.1,17806.5,17813.1,0,0
32,2022-08-16T09:47:00+0530,17812.8,17817.5,17812,17816.85,0,0
33,2022-08-16T09:48:00+0530,17816.85,17825.1,17816.85,17823.05,0,0
34,2022-08-16T09:49:00+0530,17823.3,17823.55,17819.4,17819.4,0,0
35,2022-08-16T09:50:00+0530,17820.25,17822.25,17815.1,17815.4,0,0
36,2022-08-16T09:51:00+0530,17815.4,17818.1,17815.25,17818.1,0,0
37,2022-08-16T09:52:00+0530,17817.6,17822.25,17817.6,17819,0,0
38,2022-08-16T09:53:00+0530,17819.2,17819.35,17815.55,17816.25,0,0
39,2022-08-16T09:54:00+0530,17817.5,17820.85,17815.65,17820.15,0,0
40,2022-08-16T09:55:00+0530,17821,17822.05,17814.95,17814.95,0,0
41,2022-08-16T09:56:00+0530,17814.75,17816.85,17814.1,17814.6,0,0
42,2022-08-16T09:57:00+0530,17814.45,17818.3,17813.45,17813.45,0,0
43,2022-08-16T09:58:00+0530,17813.8,17813.8,17807.95,17812.95,0,0
44,2022-08-16T09:59:00+0530,17812.8,17821.4,17812.6,17819.55,0,0
45,2022-08-16T10:00:00+0530,17820.2,17823.3,17819.9,17823.25,0,0
46,2022-08-16T10:01:00+0530,17822.95,17830.25,17822.95,17829.55,0,0
47,2022-08-16T10:02:00+0530,17829.55,17829.65,17826.35,17827.4,0,0
48,2022-08-16T10:03:00+0530,17827.25,17831.25,17826.7,17828.7,0,0
49,2022-08-16T10:04:00+0530,17829.3,17829.9,17827.55,17829.7,0,0
50,2022-08-16T10:05:00+0530,17829.05,17832.55,17828.55,17831.65,0,0
51,2022-08-16T10:06:00+0530,17830.85,17830.85,17824.75,17824.95,0,0
52,2022-08-16T10:07:00+0530,17825.05,17825.05,17819.45,17821.85,0,0
53,2022-08-16T10:08:00+0530,17821.6,17824.7,17820.3,17821.9,0,0
54,2022-08-16T10:09:00+0530,17822.45,17824.55,17821.15,17821.25,0,0
55,2022-08-16T10:10:00+0530,17821.2,17821.3,17816.4,17817.9,0,0
56,2022-08-16T10:11:00+0530,17818.45,17820.75,17816.8,17820.4,0,0
57,2022-08-16T10:12:00+0530,17821,17821,17817.6,17817.6,0,0
58,2022-08-16T10:13:00+0530,17817.55,17818.05,17811.45,17811.45,0,0
59,2022-08-16T10:14:00+0530,17812,17816.5,17811.2,17816.5,0,0
60,2022-08-16T10:15:00+0530,17816,17824.25,17816,17824.25,0,0
61,2022-08-16T10:16:00+0530,17823.85,17824.95,17819.2,17820.9,0,0
62,2022-08-16T10:17:00+0530,17820.45,17824.2,17820.4,17821.95,0,0
63,2022-08-16T10:18:00+0530,17821,17824.7,17820.05,17824.7,0,0
64,2022-08-16T10:19:00+0530,17823.95,17826.1,17822.65,17824.85,0,0
65,2022-08-16T10:20:00+0530,17825.2,17827.95,17823.15,17827.1,0,0
66,2022-08-16T10:21:00+0530,17827.6,17828.15,17825.15,17826.2,0,0
67,2022-08-16T10:22:00+0530,17826.7,17826.7,17820.05,17822.35,0,0
68,2022-08-16T10:23:00+0530,17822.95,17824.95,17820.15,17823.5,0,0
69,2022-08-16T10:24:00+0530,17822.9,17827.75,17821.05,17827.7,0,0
70,2022-08-16T10:25:00+0530,17827.85,17828.4,17823.95,17825.6,0,0
71,2022-08-16T10:26:00+0530,17825.65,17828.4,17825.2,17827.2,0,0
72,2022-08-16T10:27:00+0530,17828.05,17829.45,17826.1,17829.45,0,0
73,2022-08-16T10:28:00+0530,17829.85,17829.85,17826.65,17827.8,0,0
74,2022-08-16T10:29:00+0530,17827.5,17827.75,17825.25,17826.5,0,0
75,2022-08-16T10:30:00+0530,17827.25,17830,17826.7,17826.7,0,0
76,2022-08-16T10:31:00+0530,17826.7,17826.9,17819.8,17819.8,0,0
77,2022-08-16T10:32:00+0530,17819.65,17822.5,17818.85,17821.2,0,0
78,2022-08-16T10:33:00+0530,17821.75,17823.15,17820.95,17821.5,0,0
79,2022-08-16T10:34:00+0530,17821.7,17823.25,17821.35,17821.7,0,0
80,2022-08-16T10:35:00+0530,17822.05,17822.05,17819.2,17819.35,0,0
81,2022-08-16T10:36:00+0530,17818.7,17822.8,17818.25,17821.75,0,0
82,2022-08-16T10:37:00+0530,17821.65,17823.15,17820.65,17821.65,0,0
83,2022-08-16T10:38:00+0530,17820.9,17821.9,17819.55,17819.55,0,0
84,2022-08-16T10:39:00+0530,17819.6,17821.65,17819.25,17820.35,0,0
85,2022-08-16T10:40:00+0530,17820.1,17821.35,17817.35,17818,0,0
86,2022-08-16T10:41:00+0530,17817.7,17818,17815.15,17815.9,0,0
87,2022-08-16T10:42:00+0530,17815.6,17818.9,17815,17817.25,0,0
88,2022-08-16T10:43:00+0530,17816.85,17819.3,17816.05,17818.65,0,0
89,2022-08-16T10:44:00+0530,17819.8,17820.4,17817.85,17820.3,0,0
